,mol,Eafw,Earev,dErxn,ETS,ERt,EPr,enan,HRt,HPr,HTS,Hafw,dH
537,5aMebp4,9.191758775,24.12209169,-14.93033292,-1695949.499281418,-1695958.69103325,-1695973.621354887,S,-1695653.62125781,-1695667.4829316202,-1695644.301494142,9.319763667881489,-13.861673810286447
538,5aMebp5,9.514926154,19.54252755,-10.02760139,-1695950.525886142,-1695960.0408051093,-1695970.068398929,S,-1695654.8555680132,-1695663.8364768212,-1695645.46364081,9.391927203163505,-8.980908808065578
539,5abp1,8.767562371,13.15950118,-4.391938809,-1646624.2879958348,-1646633.055551583,-1646637.4474870742,S,-1646363.030898775,-1646366.3504213851,-1646354.43088793,8.600010844878852,-3.3195226101670414
540,5abp2,6.957825047999999,21.38677789,-14.42895285,-1646625.9841526619,-1646632.941972454,-1646647.3709144,S,-1646363.249899416,-1646375.793804326,-1646356.15653768,7.093361736042425,-12.543904910096899
541,5abp3,9.503003474,21.58883594,-12.08583247,-1646625.3911566571,-1646634.894152953,-1646646.9799762932,S,-1646364.9623714772,-1646375.4455368312,-1646355.854705851,9.107665626099333,-10.483165354002267
542,5abp4,9.278355082000001,23.76441129,-14.48605621,-1646621.213829244,-1646630.492177318,-1646644.9782225832,S,-1646360.493879888,-1646373.647723546,-1646351.590782196,8.903097691945732,-13.153843658044934
543,5abp5,9.561989365,15.724132399999998,-6.162143035,-1646622.194625811,-1646631.7566079532,-1646637.918746333,S,-1646361.6296711783,-1646366.8016003561,-1646352.3801885182,9.249482660088688,-5.171929177828133
544,5bbp1,8.618215116,11.10629018,-2.4880750640000002,-1771151.4560772511,-1771160.074285857,-1771162.562359042,R,-1770899.8281057961,-1770901.034178094,-1770891.4119550881,8.416150707984343,-1.2060722978785634
545,5bbp2,6.5392762289999995,17.74973298,-11.21045675,-1771153.807353474,-1771160.346624763,-1771171.5570730479,R,-1770899.952352578,-1770909.8996252462,-1770893.5216403462,6.430712231900543,-9.94727266812697
546,5bbp3,14.11394309,22.82126455,-8.707321461,-1771146.1793540702,-1771160.293286498,-1771169.000601382,R,-1770899.8632463003,-1770907.4454375468,-1770886.0329479403,13.830298359971493,-7.582191246561706
547,5bbp4,9.68686375,21.65472444,-11.96786069,-1771147.433744561,-1771157.120600994,-1771169.088452642,R,-1770896.7884522,-1770907.479323033,-1770887.176896847,9.611555352807045,-10.690870833117515
548,5bbp5,10.13992559,23.07101332,-12.93108773,-1771149.6337911154,-1771159.7737090462,-1771172.7047870092,R,-1770899.358729064,-1770910.881676831,-1770889.51562289,9.8431061739102,-11.522947767050937
549,5bbp1,8.584329604,10.91050722,-2.32617762,-1771151.3418706132,-1771159.926193733,-1771162.252369596,S,-1770899.631695479,-1770900.8051373092,-1770891.29774845,8.333947028964758,-1.173441830324009
550,5bbp2,6.506018226,19.75964583,-13.253627599999998,-1771152.4167935299,-1771158.922806842,-1771172.1764244311,S,-1770898.753810388,-1770910.457480747,-1770892.258464729,6.495345659088343,-11.7036703589838
551,5bbp3,7.928582204,20.74922827,-12.82064606,-1771152.3647102832,-1771160.293286498,-1771173.1139228772,S,-1770899.862618791,-1770911.324070676,-1770892.023776363,7.838842427823693,-11.461451885057613
552,5bbp4,9.578932121,22.29415659,-12.71522447,-1771147.4124092548,-1771156.99133414,-1771169.706549007,S,-1770896.7049935032,-1770908.123147267,-1770887.429782974,9.27521052910015,-11.418153763748705
553,5bbp5,9.630387897,13.97714602,-4.346758126,-1771148.3706154982,-1771158.0009961212,-1771162.347750964,S,-1770897.607978954,-1770900.8139224348,-1770888.051644393,9.556334560969844,-3.2059434808325022
554,5cbp1,8.345248495,13.97714602,-5.631897529,-2223457.529250128,-2223465.874492319,-2223471.5063855937,R,-2223207.297486198,-2223211.812413453,-2223199.030055123,8.267431075219065,-4.514927254989743
555,5cbp2,6.474015242999999,17.168031699999997,-10.69401646,-2223459.640817913,-2223466.114828266,-2223476.808836644,R,-2223208.029161692,-2223217.264839154,-2223201.0813820437,6.947779648471624,-9.23567746207118
556,5cbp3,13.97840104,23.81021948,-9.831818439,-2223451.9820705685,-2223465.960461052,-2223475.7922720644,R,-2223207.351451972,-2223215.8548264313,-2223193.642262849,13.7091891230084,-8.50337445922196
557,5cbp4,9.18548368,21.75010588,-12.564622199999999,-2223453.3927108,-2223462.5781875425,-2223475.142800249,R,-2223203.9566282816,-2223215.310776128,-2223194.860885327,9.095742954406887,-11.354147846344858
558,5cbp5,10.23405201,23.44438146,-13.21032945,-2223455.5262414,-2223465.7602856816,-2223478.970605149,R,-2223207.1525316187,-2223218.990488904,-2223196.9548828597,10.197648759000003,-11.8379572853446
559,5cbp1,8.699163837999999,13.52784924,-4.828685402,-2223457.29581678,-2223465.994974047,-2223470.823655802,S,-2223207.348941936,-2223211.129056152,-2223198.773403942,8.575537994038314,-3.780114215798676
560,5cbp2,6.54931638,20.02821988,-13.4789035,-2223458.239590316,-2223464.788901749,-2223478.2677950687,S,-2223206.428386233,-2223218.334741999,-2223199.958768443,6.46961778961122,-11.906355766113847
561,5cbp3,7.94489745,21.73379063,-13.78889318,-2223458.015569603,-2223465.960461052,-2223479.7493438185,S,-2223207.351451972,-2223219.793700424,-2223199.281686232,8.069765740074217,-12.442248451989144
562,5cbp4,9.679961146,22.00236469,-12.32240354,-2223453.6644221973,-2223463.3443760313,-2223475.666770264,S,-2223204.993900659,-2223215.751287446,-2223195.2323706555,9.761530003510416,-10.757386786863208
563,5cbp5,12.79868323,23.82025963,-11.0215764,-2223451.150621143,-2223463.949294707,-2223474.9708627826,S,-2223205.485240206,-2223214.993256574,-2223192.8120684423,12.673171763774008,-9.508016367908567
564,5dbp1,8.254259621000001,12.73655979,-4.4823001730000005,-1695957.29796327,-1695965.552216656,-1695970.034513443,R,-1695660.5520947152,-1695664.073047714,-1695652.573945289,7.9781494261696935,-3.5209529988933355
565,5dbp2,6.8354607000000005,19.35929478,-12.52383408,-1695959.5933911921,-1695966.4288467288,-1695978.9526713511,R,-1695661.500888323,-1695672.549439286,-1695654.5204782072,6.980410115793347,-11.048550963168964
566,5dbp3,14.54817965,24.80293947,-10.25475982,-1695952.036300305,-1695966.584468961,-1695976.8392210389,R,-1695661.4852005981,-1695670.5357629051,-1695647.0656712868,14.419529311358929,-9.050562307005748
567,5dbp4,8.56613183,25.00311499,-16.43698316,-1695953.1463637261,-1695961.712489085,-1695978.1494598312,R,-1695656.7462526301,-1695671.765053036,-1695648.208365176,8.537887454032898,-15.018800405785441
568,5dbp5,9.638545521000001,23.76252876,-14.12398324,-1695955.8816754569,-1695965.5202136969,-1695979.6441862693,R,-1695660.4560858381,-1695673.2654270548,-1695650.807507454,9.64857838419266,-12.809341216692701
569,5dbp1,8.890554228,15.24408765,-6.353533424,-1695956.910162708,-1695965.8007102201,-1695972.154238845,S,-1695660.788665608,-1695665.906629012,-1695652.164809421,8.623856187099591,-5.117963403929025
570,5dbp2,6.688623483,20.84649224,-14.15786875,-1695958.663422854,-1695965.352041285,-1695979.5098993431,S,-1695660.4234553701,-1695673.0577215762,-1695653.8979892791,6.525466090999544,-12.63426620606333
571,5dbp3,8.377878987,22.16990972,-13.79203073,-1695958.206596302,-1695966.584468961,-1695980.3764892719,S,-1695661.4889656522,-1695673.8872884738,-1695653.1462334967,8.342732155462727,-12.398322821594775
572,5dbp4,9.477275586000001,23.15886465,-13.68158906,-1695953.958360372,-1695963.435628799,-1695977.1172075262,S,-1695658.476294943,-1695670.836339716,-1695648.862229554,9.61406538891606,-12.36004477320239
573,5dbp5,12.61043039,24.93471646,-12.32428607,-1695950.961377388,-1695963.571798252,-1695975.896075012,S,-1695658.4612347272,-1695669.485940348,-1695645.949960285,12.511274442076683,-11.024705620715395
574,5ebp1,8.739951954,11.6967766,-2.9568246410000003,-2069551.609038699,-2069560.348984051,-2069563.3058064592,R,-2069283.46126531,-2069285.3977580841,-2069274.857489411,8.60377589892596,-1.936492774169892
575,5ebp2,5.837720637,15.04704968,-9.20932904,-2069554.5715086882,-2069560.409224915,-2069569.618546999,R,-2069283.792590062,-2069291.6414726342,-2069277.746540847,6.04604921489954,-7.848882572259754
576,5ebp3,13.82277869,24.50236243,-10.67958374,-2069545.473255697,-2069559.2960239488,-2069569.97559962,R,-2069282.690056749,-2069291.5209909063,-2069268.867916006,13.822140743024647,-8.830934157362208
577,5ebp4,13.54855705,23.23604831,-9.68749126,-2069545.20781939,-2069558.7563662091,-2069568.443850151,R,-2069281.960891291,-2069290.3061334821,-2069268.291235235,13.66965605597943,-8.345242191106081
578,5ebp5,10.64130566,23.56360826,-12.9223026,-2069548.640921129,-2069559.282218751,-2069572.2045115882,R,-2069282.3229639842,-2069293.9839637312,-2069271.75822246,10.564741524169222,-11.660999746993184
579,5eMebp1,8.546679036,11.81349336,-3.2668143219999997,-2118881.014594438,-2118889.5612670183,-2118892.828078872,R,-2118577.5255141687,-2118579.6803800752,-2118569.197214721,8.328299447894096,-2.154865906573832
580,5eMebp2,5.993342986,15.49320891,-9.499865927,-2118884.2770137293,-2118890.270352188,-2118899.770210939,R,-2118578.382063954,-2118586.7153834742,-2118572.2130229753,6.169040978886187,-8.333319520112127
581,5eMebp3,12.33683626,23.87297043,-11.53613417,-2118875.425999284,-2118887.7628262243,-2118899.2989516803,R,-2118575.7979818922,-2118585.856323653,-2118563.496922965,12.30105892708525,-10.058341760654002
582,5eMebp4,13.93886795,23.09423117,-9.155363226,-2118874.627807836,-2118888.566665253,-2118897.722021563,R,-2118576.584250669,-2118584.5021592313,-2118562.753952309,13.830298359971493,-7.917908562347293
583,5eMebp5,10.716606800000001,22.65936711,-11.94276031,-2118878.341406098,-2118889.0580047998,-2118901.000756088,R,-2118577.011584298,-2118587.400623302,-2118566.256707547,10.754876750987023,-10.389039003755897
584,5eMebp1,9.050569143999999,12.21635444,-3.1657852969999998,-2118880.685152213,-2118889.73571452,-2118892.901497425,S,-2118577.4853535932,-2118579.738738412,-2118568.835769537,8.649584056343883,-2.253384818788618
585,5eMebp2,6.305842704,18.26491826,-11.95907556,-2118882.9291243968,-2118889.234962338,-2118901.19402886,S,-2118577.3642443563,-2118587.5405578087,-2118570.985615371,6.37862898549065,-10.176313452422619
586,5eMebp3,7.928582204,21.85552747,-13.92694527,-2118881.153273927,-2118889.081850142,-2118903.0087848883,S,-2118577.04797982,-2118589.369119035,-2118569.138228875,7.909750944934785,-12.32113921502605
587,5eMebp4,12.114697900000001,22.05821303,-9.943515125,-2118876.339024879,-2118888.453713633,-2118898.3972212467,S,-2118576.419215802,-2118585.2401098153,-2118564.51035,11.908865801990032,-8.820894013158977
588,5eMebp5,10.39720447,26.77080918,-16.37360471,-2118874.461517951,-2118884.858714572,-2118901.232306909,S,-2118572.75581826,-2118587.989226744,-2118562.733244512,10.02257374767214,-15.233408484142274
589,5ebp1,9.201798927,11.94464284,-2.742843911,-2069551.2764589288,-2069560.4782509052,-2069563.221092744,S,-2069283.5007983772,-2069285.348184873,-2069274.4401959262,9.060602450976148,-1.8473864956758916
590,5ebp2,6.092489483,18.52909975,-12.43661027,-2069553.019051422,-2069559.1115363033,-2069571.548137174,S,-2069282.358731997,-2069293.387202672,-2069276.073601853,6.28513014386408,-11.028470674995333
591,5ebp3,7.975645415,22.33996478,-14.36431937,-2069551.3203845592,-2069559.2960239488,-2069573.6603324679,S,-2069282.6906842582,-2069295.173093286,-2069274.677394328,8.013289930298924,-12.482409027870744
592,5ebp4,11.29454302,22.23328817,-10.93874515,-2069546.7590216382,-2069558.0535561289,-2069568.992293017,S,-2069281.168347424,-2069290.950585225,-2069270.132346641,11.036000782856718,-9.782237801002339
593,5ebp5,10.45242531,26.20730567,-15.75488036,-2069544.356917186,-2069554.809334599,-2069570.5642030619,S,-2069277.953618817,-2069292.571440972,-2069267.769147747,10.184471070067957,-14.617822154890746
594,5fbp1,8.080439497,13.5121615,-5.431722007,-1794595.730092464,-1794603.8105258571,-1794609.242243761,R,-1794227.499026138,-1794231.5056711033,-1794219.456243285,8.042782853124663,-4.006644965149462
595,5fbp2,7.170550759,17.13665623,-9.966105466,-1794597.9841047921,-1794605.154650135,-1794615.120748073,R,-1794228.900881244,-1794237.22416062,-1794221.518237859,7.3826433850917965,-8.323279375908896
596,5fbp3,15.54278216,23.95329164,-8.41050948,-1794589.619409822,-1794605.162180243,-1794613.5726833702,R,-1794228.7333363409,-1794235.506668487,-1794212.976585351,15.756750989938155,-6.773332146229222
597,5fbp4,9.250117156,24.40886352,-15.15874636,-1794591.8916199112,-1794601.1417300801,-1794616.3004649929,R,-1794224.767479461,-1794238.6373108882,-1794215.470306117,9.297173343831673,-13.869831427233294
598,5fbp5,9.529986382,22.45103396,-12.92104758,-1794594.4738194463,-1794604.003798629,-1794616.924836448,R,-1794227.426235094,-1794238.994991018,-1794218.15416211,9.272072983905673,-11.568755924003199
599,5fbp1,9.282120139,15.98078377,-6.698663635,-1794595.206749958,-1794604.488863086,-1794611.187521661,S,-1794227.9771879963,-1794233.441536368,-1794218.849442082,9.127745914272964,-5.464348371839151
600,5fbp2,6.8486383989999995,20.24910322,-13.40046482,-1794596.7366169,-1794603.585250126,-1794616.9857048213,S,-1794227.39736968,-1794239.060879463,-1794220.500418261,6.8969514190685,-11.6635097831022
601,5fbp3,8.469495371,21.9703617,-13.50086633,-1794596.69269127,-1794605.162180243,-1794618.663036378,S,-1794228.7333363409,-1794240.467754641,-1794219.8779293331,8.855407007737085,-11.734418300213292
602,5fbp4,9.199916398,21.01340976,-11.81349336,-1794593.4384295961,-1794602.6383390452,-1794614.4518234788,S,-1794226.281658678,-1794236.619241944,-1794217.023390892,9.258267786120996,-10.337583265965804
603,5fbp5,10.24158213,25.765539,-15.52395688,-1794588.6153954219,-1794598.8569698108,-1794614.3809149622,S,-1794221.9179610917,-1794236.25779676,-1794212.428769994,9.489191097673029,-14.339835668215528
604,5gbp1,8.05282908,15.26542297,-7.212593893999999,-1843895.7450091701,-1843903.797832167,-1843911.010420613,R,-1843492.6602104572,-1843497.893635517,-1843484.668255833,7.991954624187201,-5.233425059821457
605,5gbp2,6.477152791,17.60101324,-11.12386045,-1843898.705596632,-1843905.18274453,-1843916.306596573,R,-1843494.082145851,-1843503.349198763,-1843487.766895275,6.315250576008111,-9.267052911920473
606,5gbp3,10.90297711,24.48228213,-13.57930502,-1843891.0368091431,-1843901.939778018,-1843915.5190727783,R,-1843491.169249073,-1843502.2654907203,-1843479.891029816,11.278219257015735,-11.09624164737761
607,5gbp4,13.3063384,23.16451223,-9.858173837,-1843889.887212655,-1843903.1935410001,-1843913.0517073902,R,-1843492.0408590739,-1843500.456382273,-1843478.7464534,13.294405673863366,-8.415523199131712
608,5gbp5,10.9883184,24.10138388,-13.11306548,-1843893.234345661,-1843904.2226557601,-1843917.335711333,R,-1843492.963924813,-1843504.38019605,-1843481.962437025,11.001487788045779,-11.416271236957982
609,5gbp1,8.963972836,15.64192866,-6.677955822,-1843895.4256070892,-1843904.389573154,-1843911.067523932,S,-1843493.2199484848,-1843498.718182343,-1843484.3946619092,8.825286575593054,-5.49823385826312
610,5gbp2,6.65724801,18.17204686,-11.51479885,-1843898.3215611242,-1843904.978804105,-1843916.493594255,S,-1843493.903933295,-1843503.237502161,-1843487.3552493711,6.54868392390199,-9.333568865898997
611,5gbp3,8.483928087999999,22.72651062,-14.24258253,-1843895.7355965348,-1843904.2195182152,-1843918.4620899882,S,-1843493.274541768,-1843505.4005256842,-1843484.593582262,8.680959505960345,-12.12598391622305
612,5gbp4,10.50074354,21.03160753,-10.53086399,-1843893.1251590953,-1843903.625894701,-1843914.156750739,S,-1843492.2573496788,-1843501.6097438151,-1843481.826895081,10.43045459780842,-9.352394136367366
613,5gbp5,8.195273731,25.84523271,-17.64995898,-1843888.1207748202,-1843896.3160423602,-1843913.9659880032,S,-1843485.808439686,-1843500.8705382133,-1843477.3709536719,8.437486014096066,-15.06209852732718
614,5hbp1,8.107422404,11.80408072,-3.696658311,-1742142.434760074,-1742150.542176354,-1742154.2388318728,R,-1741869.097487255,-1741871.62321098,-1741861.03085906,8.066628195112571,-2.525723725091666
615,5hbp2,6.620224951,18.13816135,-11.5179364,-1742144.2940692408,-1742150.914289191,-1742162.432216886,R,-1741869.479012727,-1741879.701134337,-1741862.8292998539,6.649712873157114,-10.222121610073373
616,5hbp3,12.86331671,24.07251844,-11.20920173,-1742136.9296236169,-1742149.792930608,-1742161.002123875,R,-1741868.351379054,-1741878.3055543213,-1741855.646204331,12.705174722941592,-9.954175267368555
617,5hbp4,8.990955743999999,22.16049707,-13.16954133,-1742139.1221400632,-1742148.113089015,-1742161.2826203979,R,-1741866.471989599,-1741878.4994546021,-1741857.6423104599,8.829679139191285,-12.02746500307694
618,5hbp5,10.20518658,23.997217300000003,-13.79203073,-1742140.4480665799,-1742150.653245447,-1742164.4452657579,R,-1741869.076779458,-1741881.6407646562,-1741859.147077042,9.929702416062355,-12.56398519827053
619,5hbp1,8.197156259,13.544792000000001,-5.347635737,-1742142.5866172523,-1742150.783767319,-1742156.1313990168,S,-1741869.391161467,-1741873.5176606511,-1741861.1620084408,8.229153026128188,-4.126499184174463
620,5hbp2,6.655992991000001,20.95630639,-14.300313399999999,-1742142.746004538,-1742149.401992501,-1742163.7022951022,S,-1741868.166263899,-1741880.8080602132,-1741861.5447889313,6.621474967803806,-12.641796314157546
621,5hbp3,7.890931635,21.870587699999998,-13.97965606,-1742142.4692730692,-1742150.360198744,-1742164.3398442462,S,-1741868.934962424,-1741881.514635347,-1741861.355908722,7.579053702065721,-12.57967292307876
622,5hbp4,9.464725396,22.83067719,-13.365951800000001,-1742138.1714639282,-1742147.636182175,-1742161.002123875,S,-1741866.160745135,-1741878.179425012,-1741856.795800819,9.36494431598112,-12.018679877044633
623,5hbp5,12.41527494,23.50901493,-11.09373999,-1742136.7771389298,-1742149.192404495,-1742160.286136106,S,-1741867.7715607379,-1741877.355505695,-1741855.2816216021,12.48993913573213,-9.58394495723769
624,5ibp1,8.820900676,9.860683875,-1.0397831990000002,-1762330.024916547,-1762338.8458105598,-1762339.885592973,R,-1762070.8009486469,-1762070.212345205,-1762061.626767067,9.174181579845026,0.5886034418363124
625,5ibp2,6.209833754,16.31022625,-10.10039249,-1762332.0737334322,-1762338.2835624963,-1762348.38394736,R,-1762069.6827276093,-1762078.488561406,-1762063.504901504,6.177826105384156,-8.805833796737716
626,5ibp3,12.94050037,22.48366445,-9.54316408,-1762324.022165453,-1762336.9626560512,-1762346.505812923,R,-1762068.288402611,-1762076.6154470409,-1762055.711867233,12.576535377884284,-8.327044429956004
627,5ibp4,10.001246,20.72350038,-10.72225438,-1762325.013002164,-1762335.014240606,-1762345.7364868892,R,-1762066.38767785,-1762075.920167069,-1762056.538296586,9.849381264066324,-9.532489218981937
628,5ibp5,10.663896000000001,22.00361971,-11.339723699999999,-1762327.949116775,-1762338.6130047212,-1762349.9527198598,R,-1762070.170929611,-1762080.0479212713,-1762059.4982565392,10.672673071734607,-9.87699166033417
629,5iMebp1,8.928204796000001,10.11106015,-1.182855358,-1811659.422942178,-1811668.3511402302,-1811669.5339946952,R,-1811364.9342234961,-1811364.596623654,-1811355.711723723,9.222499773139134,0.33759984211064875
630,5iMebp2,6.091234463999999,16.52985456,-10.4386201,-1811661.9298406332,-1811668.0210704962,-1811678.459682711,R,-1811364.2834966632,-1811373.0692501718,-1811358.121985792,6.161510871257633,-8.785753508564085
631,5iMebp3,12.72338209,23.06097317,-10.33759107,-1811653.737083129,-1811666.4604556132,-1811676.798038879,R,-1811362.658248353,-1811371.5782887882,-1811350.1570140552,12.501234297873452,-8.920040435157716
632,5iMebp4,12.93046022,28.72424617,-15.79378595,-1811654.2510130003,-1811667.181463454,-1811682.975237475,R,-1811363.3874138112,-1811378.123207658,-1811350.5912502832,12.796163527993485,-14.735793846892193
633,5iMebp5,10.82893099,22.05005541,-11.22112441,-1811657.4306011032,-1811668.2595239158,-1811679.480639854,R,-1811364.476141926,-1811374.1316229093,-1811353.703694923,10.772447002818808,-9.655480983434245
634,5iMebp1,8.638295419,9.658625824,-1.020330405,-1811659.449925065,-1811668.0882139592,-1811669.108543593,S,-1811364.37323045,-1811364.1868602773,-1811355.874248554,8.49898189608939,0.1863701727706939
635,5iMebp2,6.288899947999999,18.77633848,-12.48743853,-1811660.3755008401,-1811666.664396038,-1811679.151825138,S,-1811362.7749650273,-1811373.870579165,-1811357.134286626,5.6406784013379365,-11.095614137593657
636,5iMebp3,7.942387413,17.97814643,-10.03575902,-1811659.625627585,-1811667.5680089982,-1811677.603760435,S,-1811363.546173588,-1811372.217720459,-1811355.656502931,7.889670656993985,-8.671546871075407
637,5iMebp4,10.58984988,21.74634082,-11.15649094,-1811654.615595729,-1811665.2054376132,-1811676.361920124,S,-1811361.5080243559,-1811371.029845922,-1811350.909397346,10.598627009894699,-9.521821566158906
638,5iMebp5,13.98153859,27.15358996,-13.17205137,-1811654.4009876512,-1811668.3825156798,-1811681.554557099,S,-1811364.809976714,-1811376.583928081,-1811350.8146434869,13.995333227096125,-11.773951367009431
639,5ibp1,8.646453042000001,9.737064508,-1.090611466,-1762330.16736109,-1762338.813807601,-1762339.9044182429,S,-1762070.7513754359,-1762070.3315719152,-1762061.6512399178,9.100135518005118,0.4198035206645727
640,5ibp2,6.356043462000001,18.79390875,-12.43786528,-1762330.3060405788,-1762336.66207924,-1762349.0999351288,S,-1762068.18862868,-1762079.1035202262,-1762061.92608886,6.262539820047095,-10.914891546126455
641,5ibp3,8.066634288,20.5264624,-12.45982812,-1762329.9220050713,-1762337.988633266,-1762350.4484519702,S,-1762069.3589329652,-1762080.4357218333,-1762061.2213962532,8.137536711990833,-11.07678886805661
642,5ibp4,10.45242531,21.40309314,-10.95066783,-1762325.2351403502,-1762335.687557763,-1762346.6382173218,S,-1762067.1701815731,-1762077.410500944,-1762056.761062281,10.409119292162359,-10.240319370757788
643,5ibp5,12.64682594,21.14706927,-8.500243335,-1762324.947113719,-1762337.5939301047,-1762346.094167019,S,-1762069.224646039,-1762076.1705431598,-1762056.536414059,12.688231979962438,-6.945897120749578
644,5jbp1,8.035258815,12.56399469,-4.528735874,-1936478.832632547,-1936486.867885292,-1936491.396617745,R,-1936115.449700755,-1936118.712747555,-1936107.6152508901,7.834449864923954,-3.2630467999260873
645,5jbp2,5.943769737999999,17.21195736,-11.26818762,-1936480.37442216,-1936486.3181874081,-1936497.5863665212,R,-1936114.893727781,-1936124.596899448,-1936109.093662094,5.800065686926246,-9.7031716669444
646,5jbp3,6.468995167,23.45755916,-16.98856399,-1936472.1747620571,-1936478.6437523381,-1936495.632303495,R,-1936107.708122222,-1936122.65664162,-1936101.0659394572,6.642182764830068,-14.94851939799264
647,5jbp4,9.218741682000001,22.69827269,-13.47953101,-1936474.401791498,-1936483.620526217,-1936497.100047046,R,-1936112.2061067342,-1936124.586231795,-1936103.11601136,9.090095374267548,-12.380125060677528
648,5jbp5,9.86570395,23.9376039,-14.07189995,-1936474.9081912609,-1936484.773887759,-1936498.8457770841,R,-1936113.370135929,-1936125.9447887798,-1936103.6374713392,9.732664589770138,-12.57465285086073
649,5jbp1,8.260534716,12.074537300000001,-3.814002583,-1936479.9696788548,-1936488.2302073312,-1936492.044207033,S,-1936116.742996804,-1936119.5529821059,-1936108.69456637,8.048430433962494,-2.8099853019230068
650,5jbp2,6.393694031,20.506382100000003,-14.11268807,-1936477.724451653,-1936484.1181408542,-1936498.230818264,S,-1936112.8160454822,-1936125.3047296002,-1936106.514600104,6.301445378223434,-12.488684118026868
651,5jbp3,7.734054267,21.24935332,-13.51529905,-1936478.175003115,-1936485.9090515403,-1936499.424340382,S,-1936114.6747271402,-1936126.42169562,-1936106.8045092619,7.870217878371477,-11.746968479827046
652,5jbp4,9.715729186,23.60251385,-13.88678466,-1936473.384599409,-1936483.1003212559,-1936496.987095426,S,-1936111.8465440772,-1936124.291302565,-1936102.2230660531,9.62347802403383,-12.444758487865329
653,5jbp5,9.179836095,15.975763699999998,-6.795927604,-1936473.045744549,-1936482.22557371,-1936489.0214961802,S,-1936110.5915260771,-1936116.4888556593,-1936101.7769071541,8.814618923002854,-5.897329582134262
654,6abp1,8.486438126,13.28437556,-4.797937438,-1646621.542016451,-1646630.028448167,-1646634.826381981,R,-1646360.065291241,-1646363.667192901,-1646351.73259923,8.332692011026666,-3.6019016599748284
655,6abp2,7.411514397,19.75901832,-12.34750392,-1646623.745828059,-1646631.157336858,-1646643.5048314512,R,-1646361.2029650582,-1646372.0902462082,-1646353.91005546,7.2929095982108265,-10.88728115009144
656,6abp3,11.35227389,23.73554585,-12.38327196,-1646616.964965805,-1646628.3172311238,-1646640.70049373,R,-1646358.481458525,-1646369.2451204022,-1646347.184413998,11.297044527018443,-10.763661877252162
657,6abp4,9.207446512,22.90346829,-13.69602178,-1646618.2275139133,-1646627.43495347,-1646641.130964904,R,-1646357.59980838,-1646369.796700813,-1646348.4902602271,9.109548152890056,-12.196892433101311
658,6abp5,10.01818875,23.785119100000003,-13.76693035,-1646619.9318283573,-1646629.9500095418,-1646643.716929493,R,-1646359.95924222,-1646372.404628217,-1646350.070955398,9.888286822009832,-12.44538599695079
659,6abp1,8.773837465,18.61632357,-9.842486099999999,-1646621.238302095,-1646630.0121329331,-1646639.854611598,S,-1646360.05964366,-1646368.4488114808,-1646351.455240252,8.604403408011422,-8.389167820801958
660,6abp2,7.187493515,20.95254134,-13.76504782,-1646622.980894588,-1646630.168382674,-1646643.933420098,S,-1646360.335120111,-1646372.163664761,-1646353.534805078,6.800315032945946,-11.828544649994
661,6abp3,9.595247367,21.83230962,-12.23706225,-1646622.199018374,-1646631.794258493,-1646644.031311502,S,-1646361.870007125,-1646372.3996081452,-1646352.238998993,9.631008131895214,-10.529601020272821
662,6abp4,9.883901725,22.758513600000004,-12.87461188,-1646618.6184520202,-1646628.502346279,-1646641.376948432,S,-1646358.493381196,-1646370.034526724,-1646348.845430321,9.647950874874368,-11.541145527968183
663,6abp5,9.435232451000001,18.66777934,-9.232546891,-1646619.430448666,-1646628.86567399,-1646638.098213907,S,-1646358.733089634,-1646366.8411334231,-1646349.602833684,9.130255949916318,-8.108043789165094
664,6bbp1,8.746227049,21.15146184,-12.40523479,-1771146.249635078,-1771154.99585552,-1771167.401080941,R,-1770894.8958850561,-1770905.9789490139,-1770886.3736853271,8.522199728991836,-11.083063957747072
665,6bbp2,7.008653315,17.35942209,-10.35076877,-1771148.521845167,-1771155.5304931882,-1771165.881254143,R,-1770895.50833384,-1770904.388213699,-1770888.578751953,6.929581886855885,-8.879879859043285
666,6bbp3,12.61419545,22.3939306,-9.779735152,-1771141.302354122,-1771153.9165400402,-1771163.696267805,R,-1770893.7952342702,-1770902.062665345,-1770881.431424443,12.363809827249497,-8.267431074753404
667,6bbp4,9.888921801,20.79629148,-10.90736968,-1771142.5423119059,-1771152.431226237,-1771163.3385876752,R,-1770892.341295917,-1770901.8963754599,-1770882.6111413632,9.730154553893954,-9.555079542798921
668,6bbp5,9.961712899,22.03562269,-12.07390979,-1771144.7260432262,-1771154.6877486012,-1771166.76164927,R,-1770894.5369499081,-1770905.299356767,-1770884.829385678,9.707564230076969,-10.762406858848408
669,6bbp1,8.621980172999999,13.86168428,-5.239704108,-1771146.2063369572,-1771154.8283106168,-1771160.068010767,S,-1770894.722692572,-1770898.950848214,-1770886.278931468,8.443761104019359,-4.228155642049387
670,6bbp2,7.025596071,19.06185529,-12.03625922,-1771147.298202617,-1771154.323793381,-1771166.36004351,S,-1770894.254570858,-1770904.888338372,-1770887.2126648598,7.041905998252332,-10.63376751402393
671,6bbp3,8.14758301,19.87887263,-11.73128962,-1771146.848278664,-1771154.99585552,-1771166.7271362748,S,-1770894.781050909,-1770905.192052728,-1770886.88636018,7.894690728979185,-10.411001818953082
